Call ID,Speaker,Conversation
59156326645937527,0, okay that's something we want to thank you and extend a warm welcome to you for being part of the direct express program we have updated our systems to provide you a better service as always you can use your card or MasterCard is accepted this includes making purchases setting up automatic bill payments for utilities and smartphones as well as a team what draws let me sure three features available to you we have the direct express cash access feature which allows you to go to any Walmart location and access cash from your card without making a purchase for a fee of a dollar fifty you can enjoy the new card holder website to access your card information check your balance we input your transactions and make changes to your personal information you may also set up alerts notifying you have opposed to deposit low balance transaction activity and changing pin you can go to W. W. W. dot U. S. direct express dot com to access our website please be sure just what the card beginning with the five one also you can perform very selectivity issues in our automated phone system such as card activation pin changes pouncing Hari so most of the transaction details our friendly agents are available to you twenty four seven three sixty five and coming soon we have a new mobile app to help you stay connected but your card account anytime anywhere we will soon be offering a cardholder friendly mobile app again we are happy to walk me to the direct express program I believe you'll find %HESITATION features and benefits convenient easy to use I samples would you like me to set up the alerts for you today these can be either email or text alerts they provide you real time updates about your basic card activity we do not charge you for these messages however the standard text message rates may apply by your wireless Kerrier
59156326645937527,2, okay
59156326645937527,0, so would you like you would you like text alerts are email alerts are both
59156326645937527,2, thank you for better
59156326645937527,0, text okay so the first alert that I want to set up for you will be one for your debit transactions that post so anytime you are and you'll get an alert the second one will be for a wrong pin attempt if you or someone else were to enter the wrong pin number you'll be alerted the third one is your credit transactions that post so anytime you get a deposit to the card you'll be alerted and we have the card balance threshold which is set at ten dollars once your balance is ten dollars you'll be alerted then we have the card balance alerts how often would you like to receive your card balance daily weekly or monthly
59156326645937527,2, well my yep %HESITATION one time in a month great
59156326645937527,0, so monthly
59156326645937527,2, yeah yeah
59156326645937527,0, okay if you know the car and would you like to receive promotional alerts from us
59156326645937527,2, nope
59156326645937527,0, okay one moment Santos do you have any other questions for me today
59156326645937527,2, no
59156326645937527,0, all right thank you for calling direct express card services you have a wonderful rest today
59156326645937527,2, okay thank you
59156326645937527,0, you're welcome bye bye
59156783650723590,0,thank you for calling direct express my name is Caroline how may I help you
59156783650723590,1, well I don't know I think they just I just activated my card and I don't know if they told me to stay on or something I don't know
59156783650723590,0, all right I do need to tell you a little bit about the card and how it works okay well my speaking with
59156783650723590,1, my name is David yes ma'am
59156783650723590,0, last four digits of your card please
59156783650723590,1, or the card six zero one nine
59156783650723590,0, date of birth and last four digits of your social
59156783650723590,1, eleven zero eight nine eighteen fifty nine it is my last four R. nine four zero four
59156783650723590,0, all right your mobile phone number please your cell
59156783650723590,1, seven one five nine one nine six one four nine
59156783650723590,0, all right
59156783650723590,1, now I think they're gonna I think that what they're gonna do next month is it but the direct deposit right
59156783650723590,0, they should we'll get to that
59156783650723590,1, okay
59156783650723590,0, I do want to or %HESITATION would you like to add an email to your profile
59156783650723590,1, no thank you
59156783650723590,0, %HESITATION let me get to the direct deposit information so I mean they should be %HESITATION social security administration should be depositing
59156783650723590,1, what's that okay
59156783650723590,0, they should be
59156783650723590,1, should be good because in what
59156783650723590,0, your fun for October
59156783650723590,1, yeah I think it's honors seven seven forty six I think it said yeah right
59156783650723590,0, well this would have been this was deposited let me sing nine eleven September eleven so this is last Wednesday seven forty six
59156783650723590,1, okay so that's in there yeah okay that's good okay right yeah
59156783650723590,0, K. %HESITATION did you want to enroll in our text alerts letting you know when you get a post a deposit to your account
59156783650723590,1, no no it's all right they'll just no I'll just check that the bank's fine
59156783650723590,0, okay and then I wanted to let you know really quick that we're open twenty four seven three sixty five come in since you will be a new mobile app %HESITATION you can use this card with master cards are accepted %HESITATION so this includes making purchases setting up automatic bill payments for your utilities and smartphone ATM withdrawals the Walmart location to get cash back at customer service just for adults fifty year limit there is up to two thousand dollars
59156783650723590,1, %HESITATION I go to Walmart and they'll give me four dollar fifty they'll give you as much money as cash I want
59156783650723590,0, up to two thousand dollars
59156783650723590,1, up to two yeah I %HESITATION okay
59156783650723590,0, %HESITATION yeah
59156783650723590,1, okay
59156783650723590,0, you see on the back your card that's where you can check your card balance %HESITATION an ex that %HESITATION
59156783650723590,1, or okay yeah okay well that I think this is the only time I don't have a card because like I said I believe it's going to go in %HESITATION it's going to go direct deposit into my account I set it up that way
59156783650723590,0, okay I see
59156783650723590,1, I
59156783650723590,0, know when
59156783650723590,1, I set that up yeah it's just this time yeah
59156783650723590,0, make sure you call us so we can close the card out
59156783650723590,1, %HESITATION close this card out oh one this is empty all call yeah okay that'll that'll work %HESITATION %HESITATION give me your name and number again what what what was the number again
59156783650723590,0, okay so it's one eight six six six zero six
59156783650723590,1, it's zero six
59156783650723590,0, three three one one
59156783650723590,1, okay so call you this is direct %HESITATION
59156783650723590,0, direct
59156783650723590,1, express
59156783650723590,0, yes
59156783650723590,1, express call you when I get my first deposit in the bank
59156783650723590,0, yes
59156783650723590,1, okay that's what I'll do I will call you this thank you that should be about October tenth I think or so I think around that area I will call you thank you
59156783650723590,0, you're welcome have a good day thanks for calling direct express
59156783650723590,1, yep bye bye
61156326649529542,0,thank you for calling direct express card services my name is merry may have your name please
61156326649529542,1, Kathy I wish to activate my card and it said this thing online it was missing the information
61156326649529542,0, yes what is the last four digits of your card number
61156326649529542,1, %HESITATION check it %HESITATION eight four nine
61156326649529542,0, that is incorrect
61156326649529542,1, %HESITATION down here %HESITATION or is it yeah it it it says eight four nine
61156326649529542,0, the last four digits of the card
61156326649529542,1, %HESITATION yelling and it's grey street
61156326649529542,0, no on the front of the card ma'am
61156326649529542,1, oh okay I'm sorry %HESITATION %HESITATION fifty one %HESITATION at the end forty eight thirty
61156326649529542,0, the last four digits of your social security number
61156326649529542,1, %HESITATION three seven eight three
61156326649529542,0, and your birthdate
61156326649529542,1, %HESITATION for thirteen sixty C.
61156326649529542,0, thank you for that cap the I'm just going to check to see if your card profile was updated and then Cher some important card information with you today Kathy do you have a mobile phone number I can put on file
61156326649529542,1, and no I don't
61156326649529542,0, do you have a home phone
61156326649529542,1, yes
61156326649529542,0, what is that
61156326649529542,1, S. five SO two three two six eight one eight
61156326649529542,0, do you have an email address
61156326649529542,1, no
61156326649529542,0,okay let me up to your home phone number okay we want to thank you and extend a warm welcome to you for being part of the drug express program we have updated our systems to provide you better service as always you can use your card or MasterCard is accepted this includes making purchases setting up automatic bill payments for utilities and smartphones as well as ATM withdraws let me sure three features available to you we have the direct express cash access feature which allows you to go to any woman location and access cash from your card without making a purchase for fear of a dollar fifty you can enjoy the do cardholder website to access your card information check your balances view and print your transactions and make changes to your personal information you may also set up alerts notifying you of opposed to deposit low balance transaction activity and changing pin you can go to W. W. W. dot your strikes rest dot com to access our website because you're just like the card beginning with the five one also you can perform very selective these using our automated phone system to just card activation pin changes balance inquire reason listen the transaction details our friendly agents are available to you twenty four seven three sixty five in coming soon we have a new mobile app to help you stay connected with your card account anytime anywhere we will soon be offering a cardinal differently mobile app again we are happy to walk me to the direct express program and believe you'll find %HESITATION features and benefits convenient easy to use Kathy just an FYI for you because I know you don't have a mobile phone number or an email address but if you were to get one in the future you can call us to let us know and we can set up the alerts for you these alerts provide you with real time updates about your basic card activity we don't charge you for the messages however the standard text message rates would apply by your wireless Kerrier and we do recommend that you have them so if you if you do get a mobile phone number in the future please give us a call back and we can update that information for you anything else I can help you with today okay thank you for calling direct express card services and you have a wonderful rest of the day
61156326649557640,0,thank you for calling direct express card services my name is Corey may I have your name please
61156326649557640,1, one zero recording
61156326649557640,0, thank you and could you please verify the last four numbers on the card
61156326649557640,1, %HESITATION six six one seven
61156326649557640,0, thank you and the last four of your social
61156326649557640,1, %HESITATION four nine three two
61156326649557640,0, perfect and then lastly please just your date of birth
61156326649557640,1, seven eighteen fifty six
61156326649557640,0, all right perfect and it looks like you've just activate this card is that correct
61156326649557640,1, yes that's correct
61156326649557640,0, all right one moment here
61156326649557640,1, no problem
61156326649557640,0, and in Rwanda before I %HESITATION look in your account here I would just like to take a moment Cher some important information with you regarding next card should only take about a minute okay
61156326649557640,1, okay
61156326649557640,0, all right we want to thank you and extend a warm welcome to you for being part of the direct express program we have updated our systems to provide you better service as always you can use your card wherever MasterCard is accepted this includes making purchases automatic bill payments an ATM withdrawals some of the new features are the direct express cash access which allows you to go to any Walmart location and access cash from your card without making a purchase for just a fee of a dollar fifty you can also enjoy the new card holder website to access your card information check your balance do you print transactions and make changes to your personal information there you can also set up alerts notifying you of a push to deposit low balance transaction activity or changing pan that website is U. S. direct express dot com which is also located on the back of your card if you do visit the website please be sure to select the card beginning with five one also you can perform various activities in our automated phone system such as card activation pin change balanced enquiring transaction details and we also have a friend that agents available to you twenty four seven three or sixty five days a year and coming to a new mobile app to help you stay connected with your card account anytime again we're happy to welcome you to the direct express program %HESITATION relied a while I have you on the line here the phone number you're calling from is that a good %HESITATION cell phone number
61156326649557640,1, yes
61156326649557640,0, all right and you have an email address you'd like to add
61156326649557640,1, %HESITATION okay really
61156326649557640,0, yes Sir
61156326649557640,1, okay it's %HESITATION %HESITATION Jeff power to J. E. T. P. O. W. R. at Yahoo dot com
61156326649557640,0, all right and there's no E. and the word power
61156326649557640,1, co correct
61156326649557640,0, all right perfect and then with that email and mobile phone number %HESITATION roll out a we do have alerts and promotions that we're happy to set up for you the tech %HESITATION to provide real time updates about your card like anytime there's a credit debit if the wrong pin was entered or what your card balances and we don't charge you for those messages however simplex message rates may apply would you like me to set this up for you
61156326649557640,1, %HESITATION sure we're not
61156326649557640,0, all right give me just a moment
61156326649557640,1, okay
61156326649557640,0, all right and do you have any questions for me while I get that set up for you
61156326649557640,1, %HESITATION no it seems pretty straightforward I mean basically just a debit MasterCard yep
61156326649557640,0, you got that would be a lot easier to sum it up if I could just say that
61156326649557640,1, yeah there you go
61156326649557640,0, all right and then for the %HESITATION card alert balance would you like to receive that daily weekly or monthly
61156326649557640,1, %HESITATION well maybe just weekly
61156326649557640,0, all right and which day of the week would you like that on
61156326649557640,1, oh gosh I don't know Friday
61156326649557640,0, Friday perfect Sir all right is there anything else that I can do for you
61156326649557640,1, %HESITATION no I think everything should be covered right
61156326649557640,0, yes Sir
61156326649557640,1, all right Sir all right
61156326649557640,0, well thank you so much for calling direct express and I hope you have a great day
61156326649557640,1, thank you so much thank you bye
61156783654326758,0,thank you for calling directors press one is here at the help you
61156783654326758,1, yes this is Janice Moscow I just activated my card and I was told that there was some holes in my information that I needed to talk to somebody
61156783654326758,0, okay %HESITATION if you activate your card is genesis is to complete the activation may I have the last for the card number
61156783654326758,1, yes is two three eight three
61156783654326758,0, thank you ma'am can I have your date of birth and last for your social
61156783654326758,1, two eighteen nineteen fifty seven last four is one one one zero
61156783654326758,0, thank you ma'am give me a moment this Janice can have a good telephone number for you
61156783654326758,1, yes it's five zero nine three seven eight six six zero four
61156783654326758,0, thank you is that a homework or mobile number
61156783654326758,1, that's a mobile number is the only file a phone I have
61156783654326758,0, would you like to add an email address to your account as well
61156783654326758,1, %HESITATION yes you can do that it's J. Moscow I mean Janice Moscow I'm giving you my work information Janice Moscow at Yahoo dot com
61156783654326758,0, okay I did want to let you know about our free alerts we can say that to you by text email or both ways six message rates may apply with the wireless Kerrier they let you know your daily balance we owe money loads transaction is made when the wrong pin number it answered as well as promotions and updates would you be interested in any of these free alerts
61156783654326758,1, %HESITATION no because I'm sure my company would charge me
61156783654326758,0, well we can also I can also send it to you by email if that's what you would prefer
61156783654326758,1, %HESITATION no that's fine because %HESITATION I know about when I'm gonna get my money and I'll just call the card to see if it's there well I won't be getting any until mid October but I just want to get the card activated and get it done
61156783654326758,0, yeah I understand that I did want to send the one welcome to you for being a part of the direct express program we've yes ma'am
61156783654326758,1, well I have you on the phone I'm trying to find the paper that'll tell me what ATMs I can use and I can't well we'll find one near me
61156783654326758,0, we don't have a list %HESITATION A. T. %HESITATION that we would have sent to you because we have so many %HESITATION clients and customers across the country so we put the ATM locator on our website well you could put your zip code and I'll let you know all the eight C. as in the area
61156783654326758,1, %HESITATION that's great okay so just going to direct you stress dot com
61156783654326758,0, no is U. S. direct express dot com it should be lower
61156783654326758,1, you S. drastic stress dot com okay
61156783654326758,0, yeah it should be located on the back of your card you can also register online as well %HESITATION so you can have online access to your account
61156783654326758,1, okay
61156783654326758,0, now %HESITATION what we are available for you twenty four seven three sixty five you can use your card anywhere MasterCard's accepted this would include making purchases setting up automatic payments H. yeah withdrawn we have three major features available for you our direct express feature allows you to get cash access at Walmart without making a purchase our website you can check your balance if you approve transactions you could also check it bows of the automated system as well to a pin change it in coming soon we have a mobile app we have a mobile app that will be %HESITATION other lenders so that'll help you stay connected to your card account anytime anywhere
61156783654326758,1, okay I'm going to your website and take a look because %HESITATION I have a very small town but I'm sure you have one A. T. M. here I can use
61156783654326758,0, we see if it'll let me look for it for you
61156783654326758,1, Prosser Washington is not a big down
61156783654326758,0, which is it
61156783654326758,1, nine nine three five zero
61156783654326758,0, he said nine nine three five zero
61156783654326758,1, nine nine three five zero H. Prosser Washington
61156783654326758,0, no we we don't have any ACM's there with that zip code do you have any none none it says yes aces retired with no results
61156783654326758,1, all right well I'm gonna have to go to the next town I guess which it would be Grandview
61156783654326758,0, grand view
61156783654326758,1, that's a bigger town and I don't know the zip I just know it's Grandview Washington
61156783654326758,0, %HESITATION grand view watch it today okay eight nine three zero nine eight nine three zero okay yes we do have some in Grandview we do have a few of gravel either a an actual %HESITATION like gas stations though
61156783654326758,1, %HESITATION okay I'm gonna have to go on your website to see which ones they are because %HESITATION
61156783654326758,0, yeah and I can give you the zip code so when you go and look at it you you'll be able to see that %HESITATION list I see this info for Graham you is nine eight nine three zero
61156783654326758,1, okay I'll write that down so that I can %HESITATION check it out okay so nine eight nine three zero okay well thank you for your help
61156783654326758,0, you're more than welcome did you have any other concerns or questions
61156783654326758,1, no I just want to get this card activated some of my money come in the next month it'll go to my cart
61156783654326758,0, right with nasco well I want to thank you so much for calling direct express and I hope you have a wonderful day
61156783654326758,1, thank you and you have a great day
61156783654326758,0, thank you ma'am
61156783654326758,1, all right bye
61156783654326758,0, bye
61156783654328600,0,thank you for calling direct express my name is Caroline how may I help you
61156783654328600,1, yes my name's on that's mark %HESITATION I just got my card and I just need one question as migration okay I have my bills taken out automatically okay can I give them this card number and they can get their money out of this card
61156783654328600,0, okay I do need to verify your account information who am I speaking with
61156783654328600,1, I'm good S. Marquez
61156783654328600,0, K. your date of birth and last four of your social
61156783654328600,1, eight seventeen fifty five six five nine eight
61156783654328600,0, K. last four digits of the card please
61156783654328600,1, %HESITATION see here %HESITATION three zero six zero
61156783654328600,0, all right thanks and I'm I'm sorry what was the date of birth
61156783654328600,1, eight seventeen fifty five
61156783654328600,0, perfect so let me see %HESITATION and do you have I'm sorry do you have a %HESITATION cell phone we can put down
61156783654328600,1, yes I got a cell phone yes okay
61156783654328600,0, go head and verify please
61156783654328600,1, five but my phone number yes
61156783654328600,0, yes cell yeah
61156783654328600,1, %HESITATION nine one six seven three zero seven five seven four
61156783654328600,0, K. and %HESITATION my class did you want to add a email to your profile
61156783654328600,1, yeah when I %HESITATION I know I got an email already and the mark %HESITATION nineteen fifty five at G. mail dot com
61156783654328600,0, okay let me get this updated and then while I'm doing that %HESITATION yes so that it is correct if you give him your card information you know your number and the expiration date the three did security code on the back and they can set up auto pay that way has to be set up with the %HESITATION we call it with the merchant
61156783654328600,1, yes %HESITATION okay that's that's all I need now
61156783654328600,0, okay give me a second so %HESITATION finish updating the email really quick so your first and last name one nine five five edge email dot com
61156783654328600,1, %HESITATION %HESITATION %HESITATION %HESITATION I. D. my cash nineteen fifty five at G. email dot com
61156783654328600,0, perfect any other questions
61156783654328600,1, I just remarked that I get I'm not on time and online app for this account
61156783654328600,0, you can't you can't go head
