,Call ID,Speaker,Conversation
250,221565094018180601565572522,1, okay can you let me know if %HESITATION %HESITATION purchase for domino's went through because it said it went through and %HESITATION domino's was did it tell me if they were able to cancel the transaction on their side
251,221565094018180601565572522,0, let me just check stay on the line and what was the amount of that
252,221565094018180601565572522,1, it once and I believe it was thirty dollars
253,221565094018180601565572522,0, no I don't see any job transaction with dominoes
254,221565094018180601565572522,1, it was %HESITATION a couple days ago I can you know I'm at okay
255,221565094018180601565572522,0, no there is no transaction with dominoes
256,221565094018180601565572522,1, okay thank you so much
257,221565094018180601565572522,0, you're most welcome and thank you for calling we
258,221565094018329951566503146,0,thank you for calling card member services this is Alex may I have your card number please
259,221565094018329951566503146,2, five two two two one four zero zero four one eight four nine seven eight two
260,221565094018329951566503146,0, all right thank you very much for that information let me locate your card details please stay on the laundry four nine all right thank you very much for staying on line %HESITATION may I please have the expiration date on the card please
261,221565094018329951566503146,2, or nine twenty five
262,221565094018329951566503146,0, and how much was loaded initially on this card account
263,221565094018329951566503146,2, fifty dollars thirteen E. dollars
264,221565094018329951566503146,0, all right thank you very much for telling me what
265,221565094018329951566503146,2, the amount you wish to you know %HESITATION me what's the amount
266,221565094018329951566503146,0, all right now %HESITATION may I please ask kami assist you with the call today
267,221565094018329951566503146,2, what
268,221565094018329951566503146,0, I'm saying how may I assist you with a car today
269,221565094018329951566503146,2, yeah you it is an active card now
270,221565094018329951566503146,0, yes the card is active you got fifty dollars available on the card to use %HESITATION
271,221565094018329951566503146,2, no one second hello
272,221565094018329951566503146,0, hello hello
273,221565094018329951566503146,2, yes %HESITATION I would like to know what is the balance of these cards and I don't you know we sending these cards because I want to know hello hello
274,221565094018329951566503146,0, yes I'm listening to you
275,221565094018329951566503146,2, yes
276,221565094018329951566503146,0, yes I'm listening to you go head please
277,221565094018329951566503146,2, hello
278,221565094018329951566503146,0, hello ma'am I'm listening to you go ahead with your question
279,221565094018329951566503146,2, I I told you what is the balance hard
280,221565094018329951566503146,0, okay is this your card or the person is speaking before it out of his card card or
281,221565094018329951566503146,2, a my card
282,221565094018329951566503146,0, so but he's calling before anything and that is his car
283,221565094018329951566503146,2, he he asked yes my card
284,221565094018329951566503146,0, okay and then go head please how may I assist you today
285,221565094018329951566503146,2, so I want to know I told you what is the balance of the card and who is sending this card
286,221565094018329951566503146,0, well it's a visa and master card and it's a corporate gift card okay
287,221565094018329951566503146,2, I know but who is sending the gift card
288,221565094018329951566503146,0, I'm sorry we do not have that information that who sent you this card in we are
289,221565094018329951566503146,2, first of
290,221565094018329951566503146,0, that is written in the paper work that came with the car but who sent you this good because they've got all the details are available and %HESITATION %HESITATION paperwork
291,221565094018329951566503146,2, thank you goodbye I would like to know do you have to give a gift card to somebody probably a master card then you should have something in your record a person with these numbers
292,221565094018329951566503146,0, well it's a corporately %HESITATION it's a corporate %HESITATION gift card and we do not have that information who sent you this card
293,221565094018329951566503146,2, so %HESITATION how can me access please it's carpet doubt knowing anything
294,221565094018329951566503146,0, well it's a gift card it's a one time reloadable card only it's a once once the balance get financed the car to get close automatically
295,221565094018329951566503146,2, that that I know well I. E. M. not thirty five to execute this card I don't know well I would like to know again I said I want to know who is sending these cards how can you find out you guys have a car business for a long time probably and you should know what to do
296,221565094018329951566503146,0, let me check if there's any details available I'll put in a brief musical hold for a minute or two
297,221565094018329951566503146,2, places
298,221565094018329951566503146,0, thank you
299,221565094018329951566503146,2, he board basically I need to and it is a gift card and can't find it mmhm but I had no no you can't yeah
300,221565094018329951566503146,0, thank you very much for staying online apologies for the long delay %HESITATION may I please ask have you ever had services with frontier
301,221565094018329951566503146,2, thank you
302,221565094018329951566503146,0, yes
303,221565094018329951566503146,2, thank you frontier I live hello
304,221565094018329951566503146,0, yes hello
305,221565094018329951566503146,2, hello yes go head such
306,221565094018329951566503146,0, may I please have do you have any services with frontier
307,221565094018329951566503146,2, frontier no
308,221565094018329951566503146,0, okay well then that because these cars as it was sent by them or any it's a garb or you are qualified for any incentive or anything because we don't have any information related to that it was sent sure this card
309,221565094018329951566503146,2, so thank you you know thank you
310,221565094018329951566503146,0, yes there's a possibility that they might be center this car
311,221565094018329951566503146,2, so how
312,221565094018329951566503146,0, you can go on Google and find out their number and you can contact with them from there
313,221565094018329951566503146,2, can I have that number please
314,221565094018329951566503146,0, we don't have the number with us
315,221565094018329951566503146,2, you found the name but you don't know the number
316,221565094018329951566503146,0, that is right I have the name but I don't have the number
317,221565094018329951566503146,2, may I know who's calling
318,221565094018329951566503146,0, my name is Alex
319,221565094018329951566503146,2, Alex Alex okay
320,221565094018329951566503146,0, yes
321,221565094018329951566503146,2, all right all right thank you so much
322,221565094018329951566503146,0, no problem would you like to register this card for making online purchases
323,221565094018329951566503146,2, no we don't want to make online purchases no
324,221565094018329951566503146,0, nothing no problem
325,221565094018329951566503146,2, thank you okay
326,221565094018329951566503146,0, all right thank you so much for calling have a great day goodbye
327,221565094018457971567098509,2,calling banned it Breslin I guess this is Chris how may I help you today
328,221565094018457971567098509,1, yes my name is Nancy question I have H. Kroger master card %HESITATION I I was contacted by someone who said they were from Amazon when they were trying to report a fraudulent charge %HESITATION I've screen Cher down to look at my Amazon account and so they saw the last digit of my coworker master card but they did not actually have been tired I I've been called Amazon when they wanted my credit card information and they said it was a fishing call what would you recommend it
329,221565094018457971567098509,2, I'm sorry and do you have the card are you the card holder do you have a bank in the Brazil card
330,221565094018457971567098509,1, yes five two seven eight
331,221565094018457971567098509,2, there is no need for the car number I would like to have the C. P. F. number please if you can kindly provide me the C. B. S. number
332,221565094018457971567098509,1, zero six eight
333,221565094018457971567098509,2, the C. P. S. number to complete G. P. F. number
334,221565094018457971567098509,1, the what number
335,221565094018457971567098509,2, from where you're calling in today %HESITATION are your the student or are you calling from the bank
336,221565094018457971567098509,1, I'm I'm the card holder
337,221565094018457971567098509,2, you are the card holder so I would like to have the C. P. S. number
338,221565094018457971567098509,1, okay so it's not it's it's a three digit number or not which number do you need
339,221565094018457971567098509,2, do you have a bank of the Brazil card
340,221565094018457971567098509,1, yes
341,221565094018457971567098509,2, okay so let me just go out and check we quit the C. B. S. number %HESITATION which is given to you from your visiting government
342,221565094018457971567098509,1, no some strange number like that
343,221565094018457971567098509,2, okay let me just go and check that for you just a moment please so these cards are given to you S. %HESITATION how from there yep bye for the card it's from the website
344,221565094018457971567098509,1, no I got it from thank
345,221565094018457971567098509,2, sorry which bank
346,221565094018457971567098509,1, you must thank
347,221565094018457971567098509,2, you S. bank can you say the first two digits of the card
348,221565094018457971567098509,1, I'm sorry what did you what
349,221565094018457971567098509,2, can you say the first two digits of the card number
350,221565094018457971567098509,1, five seven eight
351,221565094018457971567098509,2, desimone please all right and which number you calling can I get the customer service number you have called in
352,221565094018457971567098509,1, I called the customer service number is sent me to you said you would look for today
353,221565094018457971567098509,2, my apologies %HESITATION you need to I'm not sure which number you calling because yeah we interpreting services for that card
354,221565094018457971567098509,1, okay I'll call the twenty four hour card member service
355,221565094018457971567098509,2, I do apologize for that
356,221565094018457971567098509,1, thank you
357,221565094018457971567098509,2, welcome have a good day
358,221567410531109561567469688,0,welcome to actually oppose letting go my name is Fernando may I please have your card ID number
359,221567410531109561567469688,2, %HESITATION Todd I did have a look at this at level three %HESITATION yep two four three six three nine three three seven seven zero zero five zero five nine two six
360,221567410531109561567469688,0, five nine two six
361,221567410531109561567469688,2, yes that's correct
362,221567410531109561567469688,0, what is your name
363,221567410531109561567469688,2, as Peter Donahue
364,221567410531109561567469688,0, thank you Peter what's your six digit access code
365,221567410531109561567469688,2, I wouldn't have a clue to be honest
366,221567410531109561567469688,0, okay what's your date of birth
367,221567410531109561567469688,2, twenty five or forty fifty six
368,221567410531109561567469688,0, you know your mobile
369,221567410531109561567469688,2, %HESITATION zero four zero seven six nine seven two six
370,221567410531109561567469688,0, and your email please
371,221567410531109561567469688,2, Hey don he fifty five at G. email dot com
372,221567410531109561567469688,0, one moment please
373,221567410531109561567469688,2, sure
374,221567410531109561567469688,0, thank you so much for your patience Peter all right
375,221567410531109561567469688,2, that's
376,221567410531109561567469688,0, it your account here with the balance of three hundred and sixteen dollars and eighty seven cents
377,221567410531109561567469688,2, that's correct yes yeah they they cut the cut export it to the spot I got us another one yesterday and they said to make this now but to get the balance transit
378,221567410531109561567469688,0, okay %HESITATION what I can do is I can send you a money order if you want
379,221567410531109561567469688,2, okay %HESITATION is that the way you do it you can't just do %HESITATION yeah trenches from one car to another
